id,cpf,nome_completo,emprego_atual,data_nascimento,situacao_civil,cliente_especial,rua,bairro,cidade,estado,CEP,idade
170,170.354.269-06,Gael Henrique da Costa,Comerciante,1985-01-25,Divorsiado(a),0,Alameda Brenda Almeida,Vila Sesc,da Mota,PB,34324203,39
171,168.957.243-46,Apollo Marques,Pescador,1975-11-12,Casado(a),0,Viela Bianca da Paz,Jardim Atlântico,Costa de da Conceição,PI,95200977,48
172,094.857.213-23,Sara da Luz,Supervisor,2002-06-07,Divorsiado(a),0,Colônia Caroline Carvalho,Goiania,Barros,MS,85751-173,21
173,769.302.458-10,Dra. Ágatha Pastor,Jogador de hóquei,1993-09-20,Solteiro(a),0,Trecho de Cunha,Guarani,Jesus,PE,36312665,30
174,458.706.192-11,Matheus Farias,Major,2005-08-02,Divorsiado(a),0,Rua de Camargo,Vale Do Jatoba,Sales,MG,94459-988,18
175,968.705.213-95,Manuela Almeida,Prático,1997-10-29,Casado(a),0,Aeroporto de da Cunha,Morro Dos Macacos,Abreu,RR,32828-806,26
176,785.069.312-40,Ryan Fernandes,Psicopedagogo,2001-07-16,Solteiro(a),0,Viela Olivia Barbosa,Paraíso,da Rosa,RR,97590-835,22
177,417.526.089-76,Danilo Ramos,Lutador de karatê,1986-10-02,Casado(a),0,Praça Fernandes,Comiteco,Pastor do Oeste,RO,90626-630,37
178,518.697.043-39,Enzo Gabriel Leão,Diarista,1987-02-10,Divorsiado(a),0,Lagoa da Cunha,Cabana Do Pai Tomás,Rezende,ES,07249302,37
179,134.960.578-66,Breno Viana,Geógrafo,1970-09-17,Casado(a),0,Chácara Nina Macedo,Horto,Jesus,SP,40430-528,53
180,487.293.650-74,Rebeca Ramos,Faturista,2005-01-07,Casado(a),0,Núcleo de Mendes,Diamante,da Cunha Alegre,MG,14377-398,19
181,732.845.160-26,Sr. Ian Cavalcanti,Administrador público,1971-10-16,Divorsiado(a),0,Rua José Oliveira,Pirineus,Ramos de Minas,PR,64988063,52
182,297.803.516-12,Sr. Pedro Miguel Lopes,Ambientalista,1963-03-20,Divorsiado(a),1,Alameda Machado,Vila Santa Monica 1ª Seção,Pacheco,MA,15906-293,61
183,289.501.673-95,Gabrielly Moura,Delegado,1991-01-04,Casado(a),0,Fazenda Caio Barros,Lorena,da Rosa,AL,76077418,33
184,059.874.623-47,João Montenegro,Ferramenteiro,1970-12-27,Solteiro(a),0,Jardim Maria Julia Dias,Santa Amelia,Garcia das Flores,AC,48423-933,53
185,371.258.460-17,Dr. Diego Montenegro,Acupunturista,1991-04-06,Divorsiado(a),0,Ladeira Camargo,Horto Florestal,Lopes,ES,54095475,33
186,472.895.061-11,Dr. Calebe Teixeira,Arquiteto,1998-11-30,Solteiro(a),0,Lago Ana Laura Vieira,Cabana Do Pai Tomás,Montenegro de Costela,SP,44125583,25
187,619.425.380-06,Ísis Lima,Paisagista,1962-11-01,Casado(a),0,Rua de Araújo,Vila Suzana Primeira Seção,Cirino das Pedras,AL,69772-449,61
188,486.907.132-04,Dr. Vitor Cirino,Enólogo,1986-03-20,Casado(a),0,Via Erick Nogueira,Vila Piratininga,Mendes Alegre,PI,64676-327,38
189,895.634.712-37,Srta. Luísa Barros,Zelador,2002-05-06,Casado(a),0,Estrada Maria Cecília Cavalcante,Vila Minaslandia,da Cunha de Minas,PR,36787981,22
190,607.425.183-53,Bento Nogueira,Salgadeira,1986-10-19,Solteiro(a),0,Viela Davi Miguel Nunes,Pongelupe,Andrade,RO,75473883,37
191,196.285.374-82,José Miguel Lima,Engenheiro de aquicultura,1974-02-03,Casado(a),0,Viela Gomes,Vila Maria,Azevedo do Norte,RS,44290618,50
192,927.316.580-02,Anthony Pacheco,Cartunista,1977-06-04,Casado(a),0,Ladeira de Pires,Vila Ouro Minas,Andrade,RO,36999417,46
193,659.103.482-05,Brenda Fonseca,Borracheiro,1982-07-28,Casado(a),0,Chácara de Azevedo,Vila Suzana Segunda Seção,Cavalcanti,PR,55576-573,41
194,239.107.685-12,Gustavo Henrique Garcia,Engenheiro de produção agroindustrial,1979-01-08,Divorsiado(a),1,Alameda de Siqueira,Vila Formosa,Melo,RN,95040203,45
195,296.370.418-69,Emilly Rocha,Motofrete,1987-08-27,Solteiro(a),0,Condomínio Rodrigues,Paulo Vi,das Neves de Nogueira,RJ,07740-328,36
196,613.980.745-00,Zoe Nogueira,Carpinteiro,1976-03-04,Divorsiado(a),0,Ladeira de da Rosa,Nossa Senhora De Fátima,Freitas,PE,46823167,48
197,607.491.238-69,Sabrina Teixeira,Psicopedagogo,1983-12-11,Divorsiado(a),0,Estação da Cruz,Mantiqueira,Casa Grande da Prata,PI,25370203,40
198,904.572.183-04,Nathan Vargas,Embalsamador,1996-06-23,Casado(a),0,Vale Brayan Alves,Etelvina Carneiro,Farias,RS,49963668,27
199,689.132.745-82,Allana Machado,Metalúrgico,1992-12-22,Divorsiado(a),0,Vereda Vitor Hugo Gomes,Jardinópolis,Pastor do Sul,AP,08463995,31
200,952.413.870-05,Lavínia Cardoso,Gerente de banco,1961-01-06,Casado(a),0,Avenida Vitor Gabriel Duarte,Vila Aeroporto Jaraguá,Pinto de Souza,TO,14363503,63
201,730.615.948-84,Breno Pires,Guitarrista,1967-01-31,Divorsiado(a),0,Núcleo de das Neves,Candelaria,Santos,RN,37445-392,57
202,528.390.647-74,Asafe Cunha,Açougueiro,1997-04-29,Casado(a),0,Rodovia da Paz,Vila São Francisco,Silveira de Garcia,MS,46376391,27
203,037.825.419-79,João Lucas da Rocha,Contador,1981-02-04,Casado(a),0,Jardim Lima,São João,Ribeiro,MG,93273-518,43
204,093.728.564-10,Bella Porto,Tecnólogo em irrigação e drenagem,1971-04-17,Casado(a),0,Conjunto de Novaes,Túnel De Ibirité,Cirino da Mata,SC,44260-256,53
205,782.654.930-29,Nina Nunes,Torneiro mecânico,1994-05-30,Solteiro(a),0,Passarela Gomes,Vila Califórnia,da Paz,RS,92585-922,30
206,590.218.763-02,Luana Cirino,Clarinetista,1986-11-23,Casado(a),0,Avenida Caio Fogaça,Boa União 2ª Seção,Ribeiro das Flores,AM,26680556,37
207,304.571.698-93,Théo Freitas,Mestre-de-obras,1966-01-31,Solteiro(a),0,Vila Fonseca,Vila Novo São Lucas,Moreira,MT,33138895,58
208,375.948.162-00,Eloah Rocha,Corretor de seguros,1966-08-13,Divorsiado(a),0,Largo Moura,Coração Eucarístico,Cunha,PR,92628949,57
209,610.754.839-48,Caroline Mendes,Sexólogo,1981-04-09,Solteiro(a),0,Pátio Benicio Jesus,Monte Azul,Nogueira de Guerra,PE,84134089,43
210,312.907.564-06,Eloah Novais,Instalador de linha telefônica,2002-12-14,Casado(a),0,Rodovia de da Conceição,São Cristóvão,Almeida Paulista,PI,22095-999,21
211,410.872.639-13,Esther Fonseca,Catador de carangueijos,1985-05-27,Casado(a),1,Recanto Sarah Vargas,Jaraguá,Martins,PE,59257331,39
212,805.279.316-59,Sr. Antônio Sousa,Neurologista,1972-02-06,Solteiro(a),0,Recanto de Fogaça,Vitoria Da Conquista,Melo,AP,76608-325,52
213,914.053.268-24,Daniel Aragão,Lixeiro/Coletor de lixo,1975-04-18,Solteiro(a),0,Aeroporto Samuel Marques,Vila Nova Dos Milionarios,Aparecida de Goiás,CE,95278992,49
214,346.125.980-24,Dra. Melina Cavalcante,Armador,1968-07-25,Casado(a),0,Núcleo de Rios,Vila Calafate,Almeida,RO,46334-137,55
215,037.845.219-32,Maria Julia Rocha,Borracheiro,1998-02-07,Casado(a),0,Trevo Caldeira,São Paulo,Albuquerque,PA,21823840,26
216,485.197.026-94,Sr. Felipe Abreu,Engenheiro ambiental,1997-06-14,Divorsiado(a),0,Esplanada Maria Liz Carvalho,Varzea Da Palma,Jesus,GO,44523-655,26
217,632.419.705-07,Maria Vitória Nascimento,Tecelão,1981-09-13,Solteiro(a),1,Aeroporto Ferreira,Vila Califórnia,Fernandes das Flores,MG,58909-368,42
218,602.498.315-89,Bryan Pimenta,Maquinista,1985-10-09,Casado(a),0,Condomínio Fonseca,Olaria,Jesus do Oeste,CE,48404-050,38
219,306.482.751-08,Stephany Almeida,Policial militar,1978-02-02,Divorsiado(a),0,Parque de Cardoso,Vila Nova Cachoeirinha 3ª Seção,Pimenta Verde,MG,86552-483,46
220,658.427.103-07,Marcela da Cruz,Caminhoneiro,1990-05-06,Divorsiado(a),0,Ladeira Mendes,Vila Atila De Paiva,Lopes dos Dourados,PR,85595284,34
221,806.273.915-59,Lívia Gonçalves,Soldado,1973-01-17,Solteiro(a),0,Largo Pastor,Jardinópolis,Fonseca de Minas,GO,61060-473,51
222,140.592.683-05,Caio da Mota,Artista plástico,1962-08-08,Divorsiado(a),0,Passarela Yuri Machado,Dom Bosco,Pires,AM,11471-452,61
223,498.631.275-82,Camila Ferreira,Tecnólogo em produção Sucroalcooleira,1977-10-03,Divorsiado(a),0,Passarela Cardoso,Vila Cloris,Mendes do Norte,RS,00772-330,46
224,765.813.029-02,Yan Azevedo,Flanelinha,1965-10-15,Solteiro(a),0,Alameda Ana Cecília Oliveira,Nova Cachoeirinha,da Mota,GO,34956-735,58
225,086.421.579-76,Dante Camargo,Intérprete de Bíblias,1988-03-26,Solteiro(a),0,Avenida de Andrade,São Francisco,Almeida dos Dourados,MT,12422-707,36
226,841.756.320-26,Dr. Juan Porto,Assistente administrativo,1986-06-14,Solteiro(a),0,Favela de Caldeira,Betânia,Carvalho,DF,57967-393,37
227,679.804.251-11,Marcos Vinicius Cardoso,Webmaster,1995-02-04,Solteiro(a),0,Estação Costela,Luxemburgo,Monteiro do Amparo,SC,96946143,29
228,985.031.642-05,Ravi Castro,Telefonista,1962-10-04,Solteiro(a),0,Vereda Davi Luiz Moraes,Glória,Costa,RN,87457-609,61
229,680.572.419-85,Davi Pimenta,Subprefeito,1970-08-11,Casado(a),0,Rua Cavalcante,União,Pimenta,SE,97564041,53
230,428.107.563-17,Sofia Rocha,Ambientalista,1979-07-30,Casado(a),0,Estação de Costela,Vila São Gabriel,Montenegro de Barros,PE,44779847,44
231,206.518.397-77,Maria Isis Vargas,Limpador de vidros,1994-06-02,Solteiro(a),0,Distrito de Sampaio,São Lucas,Novaes,MT,12836170,29
232,972.084.163-03,Ana Luiza Aragão,Nutrologista,1993-05-22,Casado(a),0,Fazenda Heitor Silveira,Bacurau,da Mata de Goiás,TO,90358477,31
233,957.214.086-85,Felipe Sampaio,Tenista,1981-03-23,Divorsiado(a),0,Parque Garcia,Vila Sesc,Rocha do Galho,PR,16176-458,43
234,148.967.532-91,Vicente da Mata,Militar da Aeronáutica,1988-06-03,Solteiro(a),0,Vila Sousa,Suzana,Costa de da Cunha,RO,17093-144,35
235,849.052.736-92,Srta. Rebeca Farias,Taxidermista/Embalsamador,1994-02-07,Divorsiado(a),0,Aeroporto Ferreira,São Bernardo,Almeida do Oeste,AL,70192-049,30
236,849.305.267-10,Sra. Maitê Fernandes,Guia turistico,1994-12-15,Solteiro(a),1,Distrito de Castro,Jardim Alvorada,Cavalcante,MA,70314-775,29
237,042.389.657-10,Renan Nascimento,Jogador de boliche,1971-11-08,Solteiro(a),0,Rua das Neves,Conjunto Jatoba,Cassiano de Minas,MS,60783374,52
238,158.306.792-21,Ana Sophia Guerra,Chargista,1979-09-27,Solteiro(a),0,Esplanada Lima,Vila São Paulo,Freitas,MT,80272-831,44
239,984.716.023-69,Davi Luiz Souza,Professor,1985-09-02,Solteiro(a),0,Quadra Luara Fernandes,Comiteco,Aragão Paulista,RS,46371772,38
240,281.456.093-05,João Gabriel da Rocha,Webmaster,1995-05-08,Divorsiado(a),0,Trevo de Gomes,Barão Homem De Melo 2ª Seção,Dias de Camargo,ES,25421-051,29
241,630.742.198-31,Henry Gabriel da Rocha,Jogador de vôlei,2002-08-31,Casado(a),0,Viaduto de Ramos,Alta Tensão 1ª Seção,Mendes de Sales,SP,14668379,21
242,927.586.430-65,Raquel Peixoto,Odontologista legal,1991-07-11,Casado(a),0,Rodovia de das Neves,Santa Monica,Barros,CE,01702956,32
243,857.246.931-19,Luara Lopes,Quitandeiro,1962-10-03,Casado(a),0,Favela de Oliveira,Santo Antônio,Barros,MT,50199-650,61
244,468.795.310-75,Leonardo Brito,Engenheiro aeronáutico,1965-02-07,Divorsiado(a),0,Setor Ísis Ferreira,Vila Real 1ª Seção,Jesus de Santos,RS,70827896,59
245,947.058.632-83,Sr. Benicio Moura,Catador de material reciclável,1970-06-30,Casado(a),0,Viaduto da Mata,Comiteco,Campos,AL,84600-990,53
246,547.630.812-17,Dr. Yuri da Cunha,Lavador de veículos,1967-05-02,Solteiro(a),0,Distrito Mendes,Ermelinda,Teixeira,MS,38935573,57
247,874.502.961-01,Vitor Leão,Amolador de ferramentas,1976-10-24,Casado(a),0,Trecho de Costela,Nossa Senhora De Fátima,Vieira dos Dourados,RJ,05890-812,47
248,120.973.864-31,Pedro Miguel Fonseca,Produtor de audio visual,1966-06-03,Divorsiado(a),1,Pátio Ana Julia da Cunha,Santa Rosa,Aragão,CE,95337300,57
249,617.052.934-25,José Pedro Nunes,Forneiro,1969-05-20,Solteiro(a),0,Favela de Rios,Itapoa,Almeida,RJ,56560140,55
250,915.346.708-66,Srta. Maria Isis Alves,Encarregado de manutenção predial,1972-03-28,Divorsiado(a),0,Alameda Pedro Nascimento,Vila Suzana Segunda Seção,Pimenta Grande,PR,68868497,52
251,890.652.734-92,Erick Gomes,Fisiculturista,2000-02-04,Casado(a),0,Ladeira Emanuella Sousa,Confisco,Silva das Flores,RN,73952392,24
252,792.658.031-77,Theodoro Nogueira,Gastroenterologista,1997-11-29,Divorsiado(a),0,Conjunto de Monteiro,Vila Da Ária,Viana,RO,61960394,26
253,056.192.378-77,João Felipe Camargo,Baterista,1964-01-08,Solteiro(a),0,Aeroporto de Sousa,Vila Rica,Pacheco de Borges,MS,01846128,60
254,315.246.087-26,Otávio Gonçalves,Engenheiro de aquicultura,1995-01-29,Divorsiado(a),0,Aeroporto de Nogueira,Serra,Rios,PB,72265-649,29
255,938.507.624-83,Ísis Moraes,Necromaquiador,1981-01-06,Divorsiado(a),0,Jardim de Duarte,Alto Dos Pinheiros,Monteiro,PI,91857-610,43
256,180.427.965-01,Isabella Guerra,Engenheiro de materiais,1980-01-21,Solteiro(a),0,Favela de Correia,São Pedro,Nogueira,MT,44207039,44
257,614.382.759-19,Rafael Moreira,Produtor de audio visual,1980-08-12,Solteiro(a),0,Viela Vieira,Novo Tupi,Barros de Campos,ES,15450559,43
258,841.039.275-50,Sr. Luan Lopes,Turismólogo,1995-03-27,Solteiro(a),0,Estação Nicole Rocha,Vila Rica,Marques,BA,37812842,29
259,751.348.620-44,Otto Silveira,Paginador,2003-05-09,Casado(a),0,Lago da Mota,Minaslandia,Azevedo de Goiás,BA,62782779,21
260,321.846.950-33,Bella Pastor,Enfermeiro,1982-10-01,Casado(a),0,Avenida Guerra,Santa Amelia,Ramos,TO,69554-193,41
261,713.598.240-14,Vicente Casa Grande,Técnico em agropecuária,2003-11-09,Divorsiado(a),0,Rodovia de Pacheco,Vila Santa Monica 2ª Seção,Melo de Pinto,RR,01217-947,20
262,096.324.817-04,Felipe da Conceição,Comandante,1999-05-31,Casado(a),0,Via Silva,Vila São Rafael,da Mota da Prata,AM,99016397,25
263,862.759.140-76,Otto Lopes,Mototaxista,1975-08-10,Casado(a),0,Rodovia Rezende,Leticia,Marques da Serra,RR,26254-352,48
264,201.976.853-40,Théo Melo,Estivador,1967-03-21,Divorsiado(a),0,Vale João Lucas Nunes,Vila Canto Do Sabiá,Pimenta,GO,57915371,57
265,765.209.148-94,Sra. Bianca Montenegro,Esteticista,2005-08-17,Casado(a),0,Núcleo de Fernandes,Conjunto Minas Caixa,Campos das Flores,CE,38030-578,18
266,239.750.481-23,Erick Freitas,Boxeador,1974-07-03,Solteiro(a),0,Sítio Rodrigues,Santa Helena,Novaes de Cunha,GO,34118994,49
267,873.491.506-01,Maria Laura Brito,Neonatologista,1999-05-30,Casado(a),0,Passarela Novaes,Bonfim,da Paz Grande,RO,10844-959,25
268,941.376.058-66,Ana Beatriz Lima,Árbitro e mediador,1990-02-25,Casado(a),0,Feira Bryan Guerra,Vila Antena Montanhês,Pires,DF,52314419,34
269,910.645.873-48,Davi Lucca Caldeira,Agente de combate à endemias,2005-10-23,Casado(a),0,Conjunto Garcia,Vila Esplanada,Rocha,MG,20447-988,18
270,265.719.308-03,Maria Alice Mendonça,Forneiro,1974-02-17,Solteiro(a),0,Vereda de Aragão,Esperança,Alves de Ramos,SE,04223-967,50
271,437.120.568-26,Francisco Barbosa,Analista de sistemas,1977-05-13,Casado(a),0,Viaduto de Moura,Santa Branca,Fonseca,AP,46522-421,47
272,026.734.589-56,Ana Julia Fogaça,Flanelinha,1964-03-31,Solteiro(a),0,Favela Enzo Gabriel Cavalcante,Bonfim,Alves,DF,22424954,60
273,853.647.209-00,Emanuella Montenegro,Desembargador de justiça,1962-02-03,Divorsiado(a),0,Estrada Monteiro,Granja De Freitas,Monteiro da Mata,RO,64075500,62
274,896.521.374-64,João Miguel da Mota,Maestro,2000-08-07,Casado(a),0,Lagoa Vitor Hugo Souza,Milionario,Marques do Oeste,SP,59933-603,23
275,326.791.045-52,Elisa Barros,Escoteiro,1973-12-14,Casado(a),0,Loteamento Macedo,Lindéia,da Cruz,MG,17185194,50
276,460.712.895-30,Mariah Nunes,Pescador,1961-05-13,Divorsiado(a),0,Passarela de Sousa,Vila Copasa,Araújo de da Cruz,ES,21514-145,63
277,079.832.561-59,Maria Laura Novais,Carnavalesco,1974-02-20,Solteiro(a),0,Lago Pimenta,Serra,Vasconcelos,PE,20758-403,50
278,286.471.930-40,Amanda Lima,Ortopedista,1998-02-19,Solteiro(a),0,Núcleo Raquel Câmara,Virgínia,Sousa do Norte,TO,64264530,26
279,580.147.362-90,Luana da Mota,Cumim,1962-01-10,Solteiro(a),0,Ladeira Monteiro,Conjunto Floramar,Lima,PR,16632-555,62
280,953.602.478-00,Pedro Henrique Novais,Papiloscopista,1974-09-18,Divorsiado(a),0,Via Almeida,Horto Florestal,Sampaio,RN,26895-911,49
281,849.351.076-93,Dra. Sabrina Martins,Contatólogo,1995-11-02,Solteiro(a),0,Favela de Silveira,Minaslandia,da Mota de Ribeiro,AM,03783870,28
282,205.798.164-94,Rafael Rodrigues,Bailarina,1988-08-17,Solteiro(a),0,Vereda Beatriz Moura,Jardim Leblon,Costela de Borges,RR,17854934,35
283,046.213.759-70,Thales Garcia,Brigadeiro,1986-06-18,Divorsiado(a),0,Trevo Bryan Campos,Laranjeiras,Farias,GO,72254284,37
284,615.430.728-44,Antonella Marques,Garçom,1989-02-16,Solteiro(a),0,Rua Santos,Vila Fumec,Sales do Sul,RS,14431-050,35
285,386.902.514-05,Bianca Santos,Designer de jóia,1959-06-15,Casado(a),0,Avenida de Pacheco,Garças,Monteiro,GO,78515622,64
286,938.410.725-50,Guilherme da Mota,Retificador,1992-09-01,Solteiro(a),0,Fazenda Raul Gomes,União,Araújo,CE,49608465,31
287,296.314.805-42,Bryan Guerra,Sushiman,1992-08-03,Solteiro(a),0,Feira de Machado,Senhor Dos Passos,Leão do Sul,MT,25784-053,31
288,359.207.416-43,Isis da Conceição,Dermatologista,1972-03-02,Casado(a),0,Lago de Sousa,Conjunto Califórnia I,Nunes,PA,40176379,52
289,790.652.341-52,Isis da Costa,Professor,1999-08-31,Casado(a),0,Aeroporto de Brito,Urca,Cavalcanti,MA,75596450,24
290,398.576.021-77,Lavínia Cavalcanti,Papiloscopista,1983-10-25,Solteiro(a),0,Ladeira Vargas,Tirol,Novais,RO,56849-613,40
291,238.765.014-07,Olivia Casa Grande,Violonista,1967-08-07,Solteiro(a),0,Alameda Mariane da Cunha,Vila Suzana Primeira Seção,Novais,CE,11264-268,56
292,780.139.625-12,Camila Nunes,Massagista,1973-03-06,Casado(a),0,Estação de Rios,Tupi A,Sampaio de da Rosa,SP,87994448,51
293,482.570.916-85,Valentim da Conceição,Gastrônomo,2005-06-07,Divorsiado(a),0,Largo Garcia,Itaipu,Gonçalves,RS,42737264,18
294,012.347.658-53,Davi Lucas Guerra,Nefrologista,1989-11-21,Divorsiado(a),0,Recanto Camila Guerra,São Bento,Aparecida,RJ,18364-338,34
295,689.573.014-10,Isabela Almeida,Prefeito,1966-08-14,Divorsiado(a),0,Lagoa Pedro Miguel Costela,Corumbiara,Rezende,DF,09793629,57
296,578.462.103-35,Luan Sales,Desembargador de justiça,1975-01-12,Casado(a),0,Jardim de Pereira,Penha,Câmara da Serra,RJ,27610642,49
297,913.685.740-84,Evelyn Gonçalves,Coveiro/Sepultador,1977-12-20,Solteiro(a),0,Rodovia de Sampaio,Liberdade,Sá,AC,43795723,46
298,149.385.760-66,Sr. Benjamim Martins,Gestor de tecnologia da informação,1964-10-01,Solteiro(a),0,Condomínio Daniela Ramos,Vila Olhos D'água,Porto,RR,17662-125,59
299,429.831.506-15,Alexia Lopes,Taxidermista/Embalsamador,1960-04-01,Casado(a),0,Lago Andrade,Calafate,Barros,PR,48523-056,64
300,146.907.853-84,Dr. Breno Albuquerque,Engenheiro de manufatura,1997-04-12,Casado(a),0,Fazenda Benjamin Duarte,Betânia,Pereira da Serra,SP,44724581,27
301,739.065.428-74,Luigi Santos,Nutrologista,2004-11-06,Divorsiado(a),0,Trecho da Luz,Tiradentes,Caldeira de Araújo,RR,43573-640,19
302,725.603.491-16,Paulo Abreu,Dançarino,1972-08-15,Casado(a),0,Lagoa Duarte,Cidade Jardim Taquaril,Machado da Serra,MG,71021-832,51
303,534.217.890-88,Danilo Pacheco,Agrônomo,1993-12-21,Divorsiado(a),0,Colônia de Fonseca,Bandeirantes,Freitas de Oliveira,GO,79633515,30
304,972.168.045-11,Isabella da Cunha,Designer de moda,1983-11-19,Solteiro(a),0,Condomínio de Castro,Castelo,Pimenta,TO,85765-886,40
305,705.184.629-94,Beatriz da Rocha,Esteticista,1970-03-29,Divorsiado(a),1,Estrada Ana Sophia Monteiro,Funcionários,Rezende,BA,11066-323,54
306,896.047.325-10,Sr. Thomas Barros,Biblioteconomista,1978-06-19,Solteiro(a),0,Setor Olívia Cassiano,Cardoso,Câmara,MS,77632315,45
307,734.689.501-01,Eloá Gomes,Produtor de multimídia,1985-03-23,Divorsiado(a),0,Quadra de Moraes,São Luiz,da Conceição,CE,30806031,39
308,265.803.791-03,Marcos Vinicius da Mota,Necromaquiador,1958-10-14,Casado(a),0,Recanto Freitas,Olhos D'água,Gomes,PE,09587-422,65
309,942.157.036-70,Emanuella Lopes,Ilustrador,1993-04-15,Solteiro(a),0,Parque Giovanna Sá,Castanheira,Costela,GO,05591-175,31
310,304.926.851-42,Brenda Nunes,Fotógrafo,1974-08-09,Divorsiado(a),1,Núcleo Rebeca Nunes,Maria Goretti,Cunha,PB,41888403,49
311,392.476.518-91,Ana Laura Câmara,Operador de vídeo,2003-12-24,Divorsiado(a),0,Recanto Cecilia da Rosa,Universitário,Aragão de Ramos,PB,76783069,20
312,609.327.415-25,Luna Alves,Administrador de redes,1990-07-11,Solteiro(a),0,Lago Diego Cavalcanti,Eymard,Azevedo Grande,RN,95162-370,33
313,910.724.863-69,Paulo Pacheco,Auxiliar de serviços gerais,2006-01-10,Solteiro(a),0,Avenida de Rodrigues,Nova Granada,Santos,GO,80400-047,18
314,918.630.754-10,Alice Azevedo,Coreógrafo,1964-04-14,Divorsiado(a),0,Quadra de Cassiano,Santana Do Cafezal,Cassiano,PB,32823-731,60
315,485.637.109-66,Lavínia Viana,Ombudsman,1971-11-10,Casado(a),0,Passarela Pastor,Marieta 2ª Seção,Novaes,RS,58514-796,52
316,786.932.051-02,Maria Clara da Luz,Gestor público,1974-07-05,Solteiro(a),0,Lagoa Lavínia da Cruz,Corumbiara,Sampaio Paulista,AP,99717212,49
317,579.086.432-56,José Souza,Técnico em edificações,1969-11-06,Casado(a),0,Recanto Manuela Carvalho,Renascença,Marques,CE,74998-629,54
318,835.219.760-68,Bárbara Machado,Notário,1966-10-21,Casado(a),0,Travessa Marques,Etelvina Carneiro,Cavalcante da Serra,RN,47097540,57
319,527.360.981-02,Vinícius Silva,Moldureiro,1961-01-14,Solteiro(a),0,Largo Barbosa,Vila Da Ária,Nascimento,GO,04311-636,63
320,875.942.361-73,Bernardo Viana,Cientista da informação e documentação,1998-09-27,Casado(a),0,Lagoa de Cardoso,Serra Verde,Campos da Prata,MA,60058-635,25
321,730.148.692-87,Dr. Liam da Costa,Técnico em higiene dentária,1970-01-08,Solteiro(a),0,Chácara Marques,Beira Linha,Pinto de Leão,AL,21915-651,54
322,098.362.714-22,Henry Gabriel Teixeira,Ferramenteiro,1994-01-31,Casado(a),0,Chácara Natália Fonseca,Ambrosina,Cassiano,AM,24750-457,30
323,379.425.106-70,Dr. Pedro Henrique Rezende,Avalista,1989-06-03,Casado(a),0,Trecho Pastor,Vila Nova,Andrade de Cassiano,RR,21003245,34
324,760.389.142-69,Enzo Gabriel Alves,Engenheiro físico,1980-03-21,Casado(a),0,Esplanada de da Conceição,Jardim Leblon,Farias,MA,90283331,44
325,790.165.843-66,Eloah Nascimento,Fiscal,1994-04-29,Solteiro(a),0,Vale Sabrina Leão,Álvaro Camargos,Ribeiro do Campo,AP,42938139,30
326,716.340.295-34,Srta. Pietra Sampaio,Seringueiro,2001-05-02,Casado(a),0,Ladeira Hellena Caldeira,Santa Inês,da Conceição,RS,28763-167,23
327,725.041.638-35,Beatriz Almeida,Mototaxista,1971-10-31,Solteiro(a),0,Trecho de Cavalcanti,Atila De Paiva,Peixoto do Amparo,RJ,64359-277,52
